,Адрес объекта,Тип Объекта,Этажность объекта,Дата постройки,Общая площадь объекта,year_range,Number_of_storeys_range,year_range_1959-1989,year_range_1990-2000,year_range_2001-2010,year_range_2011-2024,Number_of_storeys_range_3-4,Number_of_storeys_range_5-9,Number_of_storeys_range_10-12,Number_of_storeys_range_> 13
4201,"ул. Победы, д.35",Многоквартирный дом,2,1951,470.3,1900-1958,1-2,False,False,False,False,False,False,False,False
4202,"ул. Победы, д.39",Многоквартирный дом,5,1962,2555.6,1959-1989,5-9,True,False,False,False,False,True,False,False
4203,"ул. Победы, д.4",Другое строение,4,,0.01,,3-4,False,False,False,False,True,False,False,False
4204,"ул. Победы, д.41",Другое строение,7,,0.01,,5-9,False,False,False,False,False,True,False,False
4205,"ул. Победы, д.43.",Другое строение,2,,0.0,,1-2,False,False,False,False,False,False,False,False
4206,"ул. Победы, д.45",Многоквартирный дом,5,1970,3630.0,1959-1989,5-9,True,False,False,False,False,True,False,False
4207,"ул. Победы, д.5",Другое строение,2,,0.01,,1-2,False,False,False,False,False,False,False,False
4208,"ул. Победы, д.6",Многоквартирный дом,5,1965,2695.1,1959-1989,5-9,True,False,False,False,False,True,False,False
4209,"ул. Победы, д.6 корп.1",Другое строение,1,,0.01,,,False,False,False,False,False,False,False,False
4210,"ул. Победы, д.7",Многоквартирный дом,5,1972,3524.3,1959-1989,5-9,True,False,False,False,False,True,False,False
4211,"ул. Победы, д.7 корп.1",Многоквартирный дом,5,1972,2575.7,1959-1989,5-9,True,False,False,False,False,True,False,False
4212,"ул. Победы, д.8",Многоквартирный дом,5,1965,2588.1,1959-1989,5-9,True,False,False,False,False,True,False,False
4213,"ул. Победы, д.9",Многоквартирный дом,5,1970,3565.5,1959-1989,5-9,True,False,False,False,False,True,False,False
4214,"ул. Победы, д.9 корп.1",Многоквартирный дом,5,1970,2585.6,1959-1989,5-9,True,False,False,False,False,True,False,False
4215,"ул. Победы, д.9 корп.2",Многоквартирный дом,5,1970,2634.4,1959-1989,5-9,True,False,False,False,False,True,False,False
4216,"ул. Победы, д.9 корп.3.",Другое строение,2,1986,0.01,1959-1989,1-2,True,False,False,False,False,False,False,False
4217,"ул. Подводника Родионова, д.0",Другое строение,2,,0.01,,1-2,False,False,False,False,False,False,False,False
4218,"ул. Подвойского, д.17",Многоквартирный дом,5,1970,3532.6,1959-1989,5-9,True,False,False,False,False,True,False,False
4219,"ул. Подвойского, д.21",Многоквартирный дом,4,1955,1449.7,1900-1958,3-4,False,False,False,False,True,False,False,False
4220,"ул. Подвойского, д.22",Другое строение,1,,0.01,,,False,False,False,False,False,False,False,False
4221,"ул. Подвойского, д.26",Многоквартирный дом,4,1957,1495.1,1900-1958,3-4,False,False,False,False,True,False,False,False
4222,"ул. Подвойского, д.7",Другое строение,4,2005,0.01,2001-2010,3-4,False,False,True,False,True,False,False,False
4223,"ул. Пожарского, д.219",Многоквартирный дом,2,1922,321.1,1900-1958,1-2,False,False,False,False,False,False,False,False
4224,"ул. Пожарского, д.219 корп.А",Многоквартирный дом,3,1990,1247.2,1990-2000,3-4,False,True,False,False,True,False,False,False
4225,"ул. Пожарского, д.219 корп.б потери*",Другое строение,0,,0.0,,,False,False,False,False,False,False,False,False
4226,"ул. Пожарского, д.219 корп.б ЦТП-435",Другое строение,1,,0.01,,,False,False,False,False,False,False,False,False
4227,"ул. Пожарского, д.219/б потери",Другое строение,0,,0.0,,,False,False,False,False,False,False,False,False
4228,"ул. Пожарского, д.261",Многоквартирный дом,9,1992,4095.3,1990-2000,5-9,False,True,False,False,False,True,False,False
4229,"ул. Пожарского, д.265",Многоквартирный дом,2,1930,491.75,1900-1958,1-2,False,False,False,False,False,False,False,False
4230,"ул. Пожарского, д.279",Многоквартирный дом,2,1928,101.4,1900-1958,1-2,False,False,False,False,False,False,False,False
4231,"ул. Попова, д.13",Частный дом,1,1951,58.5,1900-1958,,False,False,False,False,False,False,False,False
4232,"ул. Попова, д.15",Частный дом,1,1951,83.3,1900-1958,,False,False,False,False,False,False,False,False
4233,"ул. Попова, д.17",Частный дом,1,1951,56.5,1900-1958,,False,False,False,False,False,False,False,False
4234,"ул. Попова, д.19",Частный дом,1,1951,102.6,1900-1958,,False,False,False,False,False,False,False,False
4235,"ул. Попова, д.21",Частный дом,1,1960,85.1,1959-1989,,True,False,False,False,False,False,False,False
4236,"ул. Попова, д.23",Частный дом,1,1951,84.2,1900-1958,,False,False,False,False,False,False,False,False
4237,"ул. Попова, д.25",Многоквартирный дом,4,1962,2663.9,1959-1989,3-4,True,False,False,False,True,False,False,False
4238,"ул. Попова, д.3",Многоквартирный дом,2,1953,383.7,1900-1958,1-2,False,False,False,False,False,False,False,False
4239,"ул. Попова, д.9",Многоквартирный дом,2,1953,388.4,1900-1958,1-2,False,False,False,False,False,False,False,False
4240,"ул. Прессовая, д.2 корп.а",Частный дом,1,1989,100.5,1959-1989,,True,False,False,False,False,False,False,False
4241,"ул. Прессовая, д.3",Частный дом,1,1989,0.0,1959-1989,,True,False,False,False,False,False,False,False
4242,"ул. Пристанская, д.20 корп.а",Другое строение,1,,0.28,,,False,False,False,False,False,False,False,False
4243,"ул. Производственная, д.2",Многоквартирный дом,4,1983,2411.9,1959-1989,3-4,True,False,False,False,True,False,False,False
4244,"ул. Производственная, д.3 корп.5",Другое строение,2,,0.01,,1-2,False,False,False,False,False,False,False,False
4245,"ул. Производственная, д.4",Многоквартирный дом,4,1983,2422.9,1959-1989,3-4,True,False,False,False,True,False,False,False
4246,"ул. Псковская, д.13 корп.а,б",Другое строение,1,,0.07,,,False,False,False,False,False,False,False,False
4247,"ул. Путейская, д.1 корп.3",Другое строение,1,,0.01,,,False,False,False,False,False,False,False,False
4248,"ул. Путейская, д.6 корп.а",Другое строение,1,,0.01,,,False,False,False,False,False,False,False,False
4249,"ул. Революционная, д.107",Многоквартирный дом,5,1961,2569.2,1959-1989,5-9,True,False,False,False,False,True,False,False
4250,"ул. Революционная, д.109",Многоквартирный дом,5,1967,3362.3,1959-1989,5-9,True,False,False,False,False,True,False,False
4251,"ул. Революционная, д.111",Другое строение,1,1980,0.01,1959-1989,,True,False,False,False,False,False,False,False
4252,"ул. Революционная, д.111 корп.1",Другое строение,1,2004,0.01,2001-2010,,False,False,True,False,False,False,False,False
4253,"ул. Революционная, д.111 корп.2",Многоквартирный дом,14,2002,4601.9,2001-2010,> 13,False,False,True,False,False,False,False,True
4254,"ул. Революционная, д.12",Многоквартирный дом,9,1966,5159.94,1959-1989,5-9,True,False,False,False,False,True,False,False
4255,"ул. Революционная, д.129",Многоквартирный дом,5,1964,3647.2,1959-1989,5-9,True,False,False,False,False,True,False,False
4256,"ул. Революционная, д.131",Многоквартирный дом,5,1964,2614.0,1959-1989,5-9,True,False,False,False,False,True,False,False
4257,"ул. Революционная, д.14",Многоквартирный дом,9,1967,5197.1,1959-1989,5-9,True,False,False,False,False,True,False,False
4258,"ул. Революционная, д.154",Многоквартирный дом,2,1930,1097.7,1900-1958,1-2,False,False,False,False,False,False,False,False
4259,"ул. Революционная, д.154 корп.1",Другое строение,4,1973,0.01,1959-1989,3-4,True,False,False,False,True,False,False,False
4260,"ул. Революционная, д.156",Другое строение,6,1979,3036.05,1959-1989,5-9,True,False,False,False,False,True,False,False
4261,"ул. Революционная, д.16",Многоквартирный дом,5,1973,2264.9,1959-1989,5-9,True,False,False,False,False,True,False,False
4262,"ул. Революционная, д.162","Жилое здание (Гостиница, Общежитие)",16,2012,0.0,2011-2024,> 13,False,False,False,True,False,False,False,True
4263,"ул. Революционная, д.163",Многоквартирный дом,16,2004,7988.7,2001-2010,> 13,False,False,True,False,False,False,False,True
4264,"ул. Революционная, д.165",Многоквартирный дом,9,1983,3970.9,1959-1989,5-9,True,False,False,False,False,True,False,False
4265,"ул. Революционная, д.166",Многоквартирный дом,5,2023,0.01,2011-2024,5-9,False,False,False,True,False,True,False,False
4266,"ул. Революционная, д.167",Многоквартирный дом,5,1974,4473.3,1959-1989,5-9,True,False,False,False,False,True,False,False
4267,"ул. Революционная, д.167 корп.1",Многоквартирный дом,5,1971,5314.17,1959-1989,5-9,True,False,False,False,False,True,False,False
4268,"ул. Революционная, д.167 корп.2",Многоквартирный дом,5,1971,4491.2,1959-1989,5-9,True,False,False,False,False,True,False,False
4269,"ул. Революционная, д.167 корп.3",Многоквартирный дом,9,1988,7464.51,1959-1989,5-9,True,False,False,False,False,True,False,False
4270,"ул. Революционная, д.167 корп.а",Многоквартирный дом,12,1978,5176.2,1959-1989,10-12,True,False,False,False,False,False,True,False
4271,"ул. Революционная, д.169",Другое строение,4,1968,0.01,1959-1989,3-4,True,False,False,False,True,False,False,False
4272,"ул. Революционная, д.169 корп.2",Школы и ВУЗ,9,1985,0.03,1959-1989,5-9,True,False,False,False,False,True,False,False
4273,"ул. Революционная, д.169 корп.3",Другое строение,2,1971,0.01,1959-1989,1-2,True,False,False,False,False,False,False,False
4274,"ул. Революционная, д.169 корп.а",Гаражи,1,,0.02,,,False,False,False,False,False,False,False,False
4275,"ул. Революционная, д.171",Другое строение,4,1937,0.05,1900-1958,3-4,False,False,False,False,True,False,False,False
4276,"ул. Революционная, д.173",Многоквартирный дом,9,1992,3997.9,1990-2000,5-9,False,True,False,False,False,True,False,False
4277,"ул. Революционная, д.18",Другое строение,2,1912,0.01,1900-1958,1-2,False,False,False,False,False,False,False,False
4278,"ул. Революционная, д.18 корп.1",Другое строение,2,1968,0.01,1959-1989,1-2,True,False,False,False,False,False,False,False
4279,"ул. Революционная, д.18 корп.20",Многоквартирный дом,4,1945,3149.7,1900-1958,3-4,False,False,False,False,True,False,False,False
4280,"ул. Революционная, д.201 корп.4",Многоквартирный дом,6,1994,1658.2,1990-2000,5-9,False,True,False,False,False,True,False,False
4281,"ул. Революционная, д.207",Многоквартирный дом,2,1956,332.25,1900-1958,1-2,False,False,False,False,False,False,False,False
4282,"ул. Революционная, д.213 корп.215",Многоквартирный дом,2,1961,698.04,1959-1989,1-2,True,False,False,False,False,False,False,False
4283,"ул. Революционная, д.26",Другое строение,5,1968,0.01,1959-1989,5-9,True,False,False,False,False,True,False,False
4284,"ул. Революционная, д.28",Многоквартирный дом,9,1965,2574.9,1959-1989,5-9,True,False,False,False,False,True,False,False
4285,"ул. Революционная, д.28 корп.1",Многоквартирный дом,5,1965,3529.0,1959-1989,5-9,True,False,False,False,False,True,False,False
4286,"ул. Революционная, д.30",Многоквартирный дом,9,1965,2835.8,1959-1989,5-9,True,False,False,False,False,True,False,False
4287,"ул. Революционная, д.30 корп.1",Многоквартирный дом,5,1966,2608.9,1959-1989,5-9,True,False,False,False,False,True,False,False
4288,"ул. Революционная, д.31",Многоквартирный дом,9,1984,8624.3,1959-1989,5-9,True,False,False,False,False,True,False,False
4289,"ул. Революционная, д.32",Многоквартирный дом,9,1965,3017.3,1959-1989,5-9,True,False,False,False,False,True,False,False
4290,"ул. Революционная, д.34",Многоквартирный дом,5,1973,6224.7,1959-1989,5-9,True,False,False,False,False,True,False,False
4291,"ул. Революционная, д.34 корп.1",Многоквартирный дом,9,2007,6549.8,2001-2010,5-9,False,False,True,False,False,True,False,False
4292,"ул. Революционная, д.39",Многоквартирный дом,5,1957,1888.4,1900-1958,5-9,False,False,False,False,False,True,False,False
4293,"ул. Революционная, д.39 корп.2",Другое строение,5,2006,0.01,2001-2010,5-9,False,False,True,False,False,True,False,False
4294,"ул. Революционная, д.39 корп.3",Другое строение,20,,9585.21,,> 13,False,False,False,False,False,False,False,True
4295,"ул. Революционная, д.41",Другое строение,22,1997,0.01,1990-2000,> 13,False,True,False,False,False,False,False,True
4296,"ул. Революционная, д.41 корп.1",Другое строение,2,1998,0.01,1990-2000,1-2,False,True,False,False,False,False,False,False
4297,"ул. Революционная, д.43",Другое строение,2,1910,0.01,1900-1958,1-2,False,False,False,False,False,False,False,False
4298,"ул. Революционная, д.52",Многоквартирный дом,5,1966,6791.4,1959-1989,5-9,True,False,False,False,False,True,False,False
4299,"ул. Революционная, д.52 корп.а",Другое строение,1,,0.01,,,False,False,False,False,False,False,False,False
4300,"ул. Революционная, д.54",Многоквартирный дом,5,1969,4597.1,1959-1989,5-9,True,False,False,False,False,True,False,False
4301,"ул. Революционная, д.56",Многоквартирный дом,5,1969,3120.8,1959-1989,5-9,True,False,False,False,False,True,False,False
4302,"ул. Революционная, д.58",Многоквартирный дом,5,1966,3478.1,1959-1989,5-9,True,False,False,False,False,True,False,False
4303,"ул. Революционная, д.60",Многоквартирный дом,5,1968,3208.6,1959-1989,5-9,True,False,False,False,False,True,False,False
4304,"ул. Революционная, д.66",Многоквартирный дом,5,1976,6483.9,1959-1989,5-9,True,False,False,False,False,True,False,False
4305,"ул. Революционная, д.68",Многоквартирный дом,18,2011,7859.6,2011-2024,> 13,False,False,False,True,False,False,False,True
4306,"ул. Революционная, д.70",Многоквартирный дом,18,2011,7919.8,2011-2024,> 13,False,False,False,True,False,False,False,True
4307,"ул. Революционная, д.70 корп.1",Многоквартирный дом,18,,10957.2,,> 13,False,False,False,False,False,False,False,True
4308,"ул. Революционная, д.72",Многоквартирный дом,18,2011,7544.9,2011-2024,> 13,False,False,False,True,False,False,False,True
4309,"ул. Революционная, д.74","Учебное заведение, комбинат, центр",5,1969,4227.71,1959-1989,5-9,True,False,False,False,False,True,False,False
4310,"ул. Революционная, д.76",Казармы и помещения ВОХР,9,1980,9541.81,1959-1989,5-9,True,False,False,False,False,True,False,False
4311,"ул. Революционная, д.76 корп.1","Жилое здание (Гостиница, Общежитие)",9,1988,7657.9,1959-1989,5-9,True,False,False,False,False,True,False,False
4312,"ул. Революционная, д.76 корп.2",Гаражи,1,,0.0,,,False,False,False,False,False,False,False,False
4314,"ул. Революционная, д.78",Многоквартирный дом,11,1997,13826.0,1990-2000,10-12,False,True,False,False,False,False,True,False
4315,"ул. Революционная, д.80",Многоквартирный дом,9,1975,4358.2,1959-1989,5-9,True,False,False,False,False,True,False,False
4316,"ул. Революционная, д.80 корп.1",Многоквартирный дом,9,1975,4353.6,1959-1989,5-9,True,False,False,False,False,True,False,False
4317,"ул. Революционная, д.82",Многоквартирный дом,5,1971,3877.4,1959-1989,5-9,True,False,False,False,False,True,False,False
4318,"ул. Революционная, д.82 корп.1",Другое строение,2,1982,0.01,1959-1989,1-2,True,False,False,False,False,False,False,False
4319,"ул. Революционная, д.84",Многоквартирный дом,5,1972,4356.9,1959-1989,5-9,True,False,False,False,False,True,False,False
4321,"ул. Революционная, д.88",Многоквартирный дом,5,1974,2800.4,1959-1989,5-9,True,False,False,False,False,True,False,False
4322,"ул. Революционная, д.90",Многоквартирный дом,5,1973,4056.8,1959-1989,5-9,True,False,False,False,False,True,False,False
4323,"ул. Революционная, д.90 корп.1",Многоквартирный дом,9,1975,3820.9,1959-1989,5-9,True,False,False,False,False,True,False,False
4324,"ул. Революционная, д.90 корп.2",Другое строение,2,1981,0.01,1959-1989,1-2,True,False,False,False,False,False,False,False
4325,"ул. Революционная, д.92",Многоквартирный дом,5,1973,3985.3,1959-1989,5-9,True,False,False,False,False,True,False,False
4326,"ул. Революционная, д.92 корп.1",Многоквартирный дом,5,1972,3484.9,1959-1989,5-9,True,False,False,False,False,True,False,False
4327,"ул. Революционная, д.92 корп.2",Многоквартирный дом,5,1972,2562.6,1959-1989,5-9,True,False,False,False,False,True,False,False
4328,"ул. Революционная, д.92 корп.3",Многоквартирный дом,9,1974,3870.8,1959-1989,5-9,True,False,False,False,False,True,False,False
4329,"ул. Революционная, д.92 корп.4",Многоквартирный дом,11,2006,4261.8,2001-2010,10-12,False,False,True,False,False,False,True,False
4330,"ул. Революционная, д.96",Многоквартирный дом,9,1975,4289.2,1959-1989,5-9,True,False,False,False,False,True,False,False
4331,"ул. Революционная, д.96 корп.1",Многоквартирный дом,9,1975,4295.4,1959-1989,5-9,True,False,False,False,False,True,False,False
4332,"ул. Революционная, д.96 корп.2",Многоквартирный дом,6,1992,6305.2,1990-2000,5-9,False,True,False,False,False,True,False,False
4333,"ул. Революционная, д.96 корп.3",Другое строение,5,,0.01,,5-9,False,False,False,False,False,True,False,False
4334,"ул. Революционная, д.96 корп.4",Другое строение,4,2009,0.01,2001-2010,3-4,False,False,True,False,True,False,False,False
4335,"ул. Революционная, д.96 корп.4*потери",Другое строение,0,,,,,False,False,False,False,False,False,False,False
4336,"ул. Революционная, д.97",Многоквартирный дом,5,1963,3150.0,1959-1989,5-9,True,False,False,False,False,True,False,False
4337,"ул. Революционная, д.97 корп.99",Многоквартирный дом,5,1975,1421.1,1959-1989,5-9,True,False,False,False,False,True,False,False
4338,"ул. Революционная, д.98 корп.2",Другое строение,3,,,,3-4,False,False,False,False,True,False,False,False
4339,"ул. Революционная, д.99",Многоквартирный дом,5,1962,2574.7,1959-1989,5-9,True,False,False,False,False,True,False,False
4340,"ул. Революционная, д.99 корп.а",Другое строение,1,,0.01,,,False,False,False,False,False,False,False,False
4341,"ул. Репина, д.11",Многоквартирный дом,2,1961,402.7,1959-1989,1-2,True,False,False,False,False,False,False,False
4342,"ул. Репина, д.17",Многоквартирный дом,2,1950,367.7,1900-1958,1-2,False,False,False,False,False,False,False,False
4343,"ул. Репина, д.19",Многоквартирный дом,2,1950,361.0,1900-1958,1-2,False,False,False,False,False,False,False,False
4344,"ул. Репина, д.20",Многоквартирный дом,2,1951,553.8,1900-1958,1-2,False,False,False,False,False,False,False,False
4345,"ул. Репина, д.3",Многоквартирный дом,2,1954,342.8,1900-1958,1-2,False,False,False,False,False,False,False,False
4346,"ул. Репина, д.4",Многоквартирный дом,3,1958,2258.5,1900-1958,3-4,False,False,False,False,True,False,False,False
4347,"ул. Репина, д.5",Многоквартирный дом,2,1957,744.3,1900-1958,1-2,False,False,False,False,False,False,False,False
4348,"ул. Репина, д.5 корп.а",Многоквартирный дом,2,1956,524.4,1900-1958,1-2,False,False,False,False,False,False,False,False
4349,"ул. Репина, д.6",Другое строение,4,,0.12,,3-4,False,False,False,False,True,False,False,False
4350,"ул. Репина, д.7",Другое строение,2,,0.01,,1-2,False,False,False,False,False,False,False,False
4351,"ул. Репина, д.8",Многоквартирный дом,2,1956,1364.7,1900-1958,1-2,False,False,False,False,False,False,False,False
4352,"ул. Репина, д.9",Многоквартирный дом,2,1955,747.2,1900-1958,1-2,False,False,False,False,False,False,False,False
4353,"ул. Рихарда Зорге, д.10",Многоквартирный дом,9,1976,2853.8,1959-1989,5-9,True,False,False,False,False,True,False,False
4354,"ул. Рихарда Зорге, д.10 корп.1",Другое строение,3,1971,0.01,1959-1989,3-4,True,False,False,False,True,False,False,False
4355,"ул. Рихарда Зорге, д.11",Многоквартирный дом,9,1980,5132.7,1959-1989,5-9,True,False,False,False,False,True,False,False
4356,"ул. Рихарда Зорге, д.11 корп.1",Другое строение,9,1980,0.01,1959-1989,5-9,True,False,False,False,False,True,False,False
4357,"ул. Рихарда Зорге, д.12",Многоквартирный дом,5,1966,3579.2,1959-1989,5-9,True,False,False,False,False,True,False,False
4359,"ул. Рихарда Зорге, д.12 корп.2",Другое строение,4,1974,0.01,1959-1989,3-4,True,False,False,False,True,False,False,False
4360,"ул. Рихарда Зорге, д.13",Другое строение,2,1967,0.01,1959-1989,1-2,True,False,False,False,False,False,False,False
4361,"ул. Рихарда Зорге, д.13 корп.1",Многоквартирный дом,25,,12753.5,,> 13,False,False,False,False,False,False,False,True
4362,"ул. Рихарда Зорге, д.14",Многоквартирный дом,5,1966,3584.0,1959-1989,5-9,True,False,False,False,False,True,False,False
4363,"ул. Рихарда Зорге, д.14 корп.1",Другое строение,2,1970,0.01,1959-1989,1-2,True,False,False,False,False,False,False,False
4364,"ул. Рихарда Зорге, д.15",Другое строение,7,,0.01,,5-9,False,False,False,False,False,True,False,False
4365,"ул. Рихарда Зорге, д.15 корп.3",Многоквартирный дом,17,2023,17696.7,2011-2024,> 13,False,False,False,True,False,False,False,True
4366,"ул. Рихарда Зорге, д.16",Многоквартирный дом,5,1966,3539.4,1959-1989,5-9,True,False,False,False,False,True,False,False
4367,"ул. Рихарда Зорге, д.17",Другое строение,6,1974,8883.13,1959-1989,5-9,True,False,False,False,False,True,False,False
4368,"ул. Рихарда Зорге, д.17 корп.1",Другое строение,4,1961,0.01,1959-1989,3-4,True,False,False,False,True,False,False,False
4369,"ул. Рихарда Зорге, д.17 корп.2",Многоквартирный дом,25,2021,19763.3,2011-2024,> 13,False,False,False,True,False,False,False,True
4370,"ул. Рихарда Зорге, д.17 корп.8",Многоквартирный дом,20,,4789.72,,> 13,False,False,False,False,False,False,False,True
4371,"ул. Рихарда Зорге, д.18",Многоквартирный дом,5,1966,3570.7,1959-1989,5-9,True,False,False,False,False,True,False,False
4372,"ул. Рихарда Зорге, д.19",Другое строение,1,1978,,1959-1989,,True,False,False,False,False,False,False,False
4373,"ул. Рихарда Зорге, д.19 корп.1",Другое строение,0,,0.01,,,False,False,False,False,False,False,False,False
4374,"ул. Рихарда Зорге, д.19 корп.2",Другое строение,9,1978,0.01,1959-1989,5-9,True,False,False,False,False,True,False,False
4375,"ул. Рихарда Зорге, д.19 корп.5",Многоквартирный дом,12,2009,7300.0,2001-2010,10-12,False,False,True,False,False,False,True,False
4376,"ул. Рихарда Зорге, д.19/5*",Другое строение,0,,0.0,,,False,False,False,False,False,False,False,False
4377,"ул. Рихарда Зорге, д.20",Многоквартирный дом,5,1966,3621.9,1959-1989,5-9,True,False,False,False,False,True,False,False
4378,"ул. Рихарда Зорге, д.20 корп.1",Многоквартирный дом,5,1966,2616.3,1959-1989,5-9,True,False,False,False,False,True,False,False
4379,"ул. Рихарда Зорге, д.21",Многоквартирный дом,5,1968,3185.1,1959-1989,5-9,True,False,False,False,False,True,False,False
4380,"ул. Рихарда Зорге, д.22 корп.1",Другое строение,2,2014,0.01,2011-2024,1-2,False,False,False,True,False,False,False,False
4381,"ул. Рихарда Зорге, д.23",Многоквартирный дом,5,1967,3189.9,1959-1989,5-9,True,False,False,False,False,True,False,False
4382,"ул. Рихарда Зорге, д.23 корп.1",Другое строение,2,1964,0.01,1959-1989,1-2,True,False,False,False,False,False,False,False
4383,"ул. Рихарда Зорге, д.24",Многоквартирный дом,5,1965,4163.3,1959-1989,5-9,True,False,False,False,False,True,False,False
4384,"ул. Рихарда Зорге, д.24 корп.1",Многоквартирный дом,9,1967,2237.8,1959-1989,5-9,True,False,False,False,False,True,False,False
4385,"ул. Рихарда Зорге, д.24 корп.2",Многоквартирный дом,9,2005,2827.7,2001-2010,5-9,False,False,True,False,False,True,False,False
4386,"ул. Рихарда Зорге, д.25",Многоквартирный дом,5,1969,5921.4,1959-1989,5-9,True,False,False,False,False,True,False,False
4387,"ул. Рихарда Зорге, д.25 корп.1",Интернат,3,1972,0.01,1959-1989,3-4,True,False,False,False,True,False,False,False
4388,"ул. Рихарда Зорге, д.25 корп.2",Другое строение,3,,0.01,,3-4,False,False,False,False,True,False,False,False
4389,"ул. Рихарда Зорге, д.26",Многоквартирный дом,9,1974,2918.9,1959-1989,5-9,True,False,False,False,False,True,False,False
4390,"ул. Рихарда Зорге, д.26 корп.1",Многоквартирный дом,5,1965,3629.6,1959-1989,5-9,True,False,False,False,False,True,False,False
4391,"ул. Рихарда Зорге, д.26 корп.2",Многоквартирный дом,5,1965,3549.4,1959-1989,5-9,True,False,False,False,False,True,False,False
4392,"ул. Рихарда Зорге, д.26 корп.2а",Другое строение,1,,0.01,,,False,False,False,False,False,False,False,False
4393,"ул. Рихарда Зорге, д.26 корп.3",Многоквартирный дом,5,1965,4138.6,1959-1989,5-9,True,False,False,False,False,True,False,False
4395,"ул. Рихарда Зорге, д.27","Учебное заведение, комбинат, центр",5,1970,4008.0,1959-1989,5-9,True,False,False,False,False,True,False,False
4397,"ул. Рихарда Зорге, д.27 корп.1",Многоквартирный дом,12,1982,3839.0,1959-1989,10-12,True,False,False,False,False,False,True,False
4398,"ул. Рихарда Зорге, д.27. корп.1",Другое строение,1,,0.01,,,False,False,False,False,False,False,False,False
4399,"ул. Рихарда Зорге, д.28",Многоквартирный дом,5,1965,3721.3,1959-1989,5-9,True,False,False,False,False,True,False,False
4400,"ул. Рихарда Зорге, д.28 корп.1",Многоквартирный дом,5,1965,3889.2,1959-1989,5-9,True,False,False,False,False,True,False,False
4401,"ул. Рихарда Зорге, д.28 корп.2",Многоквартирный дом,5,1965,3579.4,1959-1989,5-9,True,False,False,False,False,True,False,False
4402,"ул. Рихарда Зорге, д.28 корп.3",Многоквартирный дом,5,1965,3610.7,1959-1989,5-9,True,False,False,False,False,True,False,False
4403,"ул. Рихарда Зорге, д.28 корп.4",Другое строение,2,1968,0.01,1959-1989,1-2,True,False,False,False,False,False,False,False
4404,"ул. Рихарда Зорге, д.3",Другое строение,5,,,,5-9,False,False,False,False,False,True,False,False
4405,"ул. Рихарда Зорге, д.30",Многоквартирный дом,5,1965,3546.6,1959-1989,5-9,True,False,False,False,False,True,False,False
4406,"ул. Рихарда Зорге, д.30 корп.1",Многоквартирный дом,5,1965,1711.2,1959-1989,5-9,True,False,False,False,False,True,False,False
4407,"ул. Рихарда Зорге, д.30 корп.2",Многоквартирный дом,9,1967,2241.6,1959-1989,5-9,True,False,False,False,False,True,False,False
4408,"ул. Рихарда Зорге, д.31",Многоквартирный дом,9,1973,9952.7,1959-1989,5-9,True,False,False,False,False,True,False,False
4409,"ул. Рихарда Зорге, д.31 корп.1",Многоквартирный дом,9,1973,3822.6,1959-1989,5-9,True,False,False,False,False,True,False,False
4410,"ул. Рихарда Зорге, д.31 корп.2",Многоквартирный дом,9,1973,3829.6,1959-1989,5-9,True,False,False,False,False,True,False,False
4411,"ул. Рихарда Зорге, д.31 корп.3",Многоквартирный дом,12,1976,2840.1,1959-1989,10-12,True,False,False,False,False,False,True,False
4412,"ул. Рихарда Зорге, д.31.",Другое строение,1,1976,0.01,1959-1989,,True,False,False,False,False,False,False,False
4413,"ул. Рихарда Зорге, д.32",Многоквартирный дом,9,1972,2594.3,1959-1989,5-9,True,False,False,False,False,True,False,False
4414,"ул. Рихарда Зорге, д.32 корп.1",Многоквартирный дом,5,1965,3553.3,1959-1989,5-9,True,False,False,False,False,True,False,False
4415,"ул. Рихарда Зорге, д.32 корп.2",Многоквартирный дом,5,1965,3562.5,1959-1989,5-9,True,False,False,False,False,True,False,False
4416,"ул. Рихарда Зорге, д.32 корп.3",Многоквартирный дом,5,1965,5095.6,1959-1989,5-9,True,False,False,False,False,True,False,False
4417,"ул. Рихарда Зорге, д.33",Другое строение,3,1965,0.12,1959-1989,3-4,True,False,False,False,True,False,False,False
4418,"ул. Рихарда Зорге, д.33 корп.1",Многоквартирный дом,13,2010,4286.4,2001-2010,> 13,False,False,True,False,False,False,False,True
4419,"ул. Рихарда Зорге, д.34",Многоквартирный дом,5,1965,3813.4,1959-1989,5-9,True,False,False,False,False,True,False,False
4420,"ул. Рихарда Зорге, д.34 корп.1",Многоквартирный дом,5,1965,3675.0,1959-1989,5-9,True,False,False,False,False,True,False,False
4421,"ул. Рихарда Зорге, д.34 корп.2",Многоквартирный дом,5,1965,3532.0,1959-1989,5-9,True,False,False,False,False,True,False,False
4422,"ул. Рихарда Зорге, д.34 корп.3",Многоквартирный дом,5,1965,3548.3,1959-1989,5-9,True,False,False,False,False,True,False,False
4423,"ул. Рихарда Зорге, д.34 корп.4",Другое строение,2,,0.01,,1-2,False,False,False,False,False,False,False,False
4424,"ул. Рихарда Зорге, д.35",Многоквартирный дом,9,1975,21075.2,1959-1989,5-9,True,False,False,False,False,True,False,False
4425,"ул. Рихарда Зорге, д.35 корп.1",Многоквартирный дом,9,1973,7719.3,1959-1989,5-9,True,False,False,False,False,True,False,False
